,Year,Aruba,Africa Eastern and Southern,Afghanistan,Africa Western and Central,Angola,Albania,Arab World,Argentina,Armenia,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czechia,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,Gabon,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Latin America & Caribbean ,Least developed countries: UN classification,Low & middle income,Late-demographic dividend,Middle East & North Africa,Middle income,Middle East & North Africa (excluding high income),North America,OECD members,Other small states,Pre-demographic dividend,"Korea, Dem. People's Rep.",Pacific island small states,Post-demographic dividend,French Polynesia,South Asia,El Salvador,Sub-Saharan Africa (excluding high income),Sub-Saharan Africa ,Small states,Eswatini,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Latin America & the Caribbean (IDA & IBRD countries),Middle East & North Africa (IDA & IBRD countries),South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),British Virgin Islands,World,Kosovo
52,2012,75.531,60.0507802468673,61.923,55.3405609869972,58.623,78.064,70.1804605984523,76.467,73.454,77.35,82.0463414634146,80.9365853658537,70.36,58.493,80.3853658536585,58.716,57.619,69.554,74.3146341463415,79.081,72.753,77.191,71.9658536585366,73.245,81.272,66.705,73.552,76.099,74.827,69.326,60.8,50.686,81.6636585365854,75.993488603453,81.339,79.023,76.192,56.158,57.792,57.248,62.317,75.597,61.834,74.484,79.283,72.6407031919612,77.833,77.5243902439024,,80.109,78.0756097560976,80.5390243902439,60.848,70.538,80.0512195121951,72.514,74.202,74.3957726964408,68.6725532714521,75.2298136065177,71.6511044430463,76.6433094890551,76.062,70.085,81.1741476978751,64.838,76.3268292682927,61.543,80.1576594861261,60.166584242796,80.6268292682927,67.552,81.9682926829268,81.190243902439,64.587,72.412,62.081,83.366,57.406,62.096,57.69,58.865,80.6341463414634,75.042,70.55,71.463,76.707,67.23,83.4804878048781,71.734,60.0780176229233,76.9243902439024,62.291,75.0634146341463,72.1422299341433,69.5858153989514,61.7773336890652,59.6525713647095,68.973,62.8485146168041,79.337,67.887,80.8463414634146,74.186,68.023,82.9170731707317,81.7048780487805,82.2390243902439,73.433,74.366,83.0960975609756,69.52,61.115,70.0024390243902,68.915,65.378,80.819512195122,78.812,73.9376344556933,74.0973427016933,62.2548890262786,69.4904904762287,75.2263107862594,72.2846780246288,70.3870990355036,71.3776471462326,79.0328839126368,79.474257193125,65.6322237053785,57.8697927005393,71.626,68.5970917831779,80.0838724772061,81.759,67.6320178896539,71.831,58.139480025035,58.1410132486788,67.1617848727764,49.835,50.54,74.4305792471931,72.2609056332359,73.9955955930206,71.3540519418564,67.6320178896539,58.1410132486788,75.532,71.2843775568622,78.28
53,2013,75.636,60.7098695610582,62.417,55.673405514134,59.307,78.123,70.1965137101307,76.491,73.676,77.583,82.1487804878049,81.1365853658537,70.881,59.235,80.5878048780488,58.965,57.823,69.565,74.8609756097561,79.246,73.024,76.33,72.4707317073171,73.666,79.992,67.021,73.918,76.275,74.799,69.707,61.996,50.902,81.7448780487805,76.3551629869809,81.516,79.339,76.452,56.748,58.476,57.762,62.695,75.827,62.224,75.059,79.403,72.7209084798744,77.87,77.8268292682927,,80.402,78.1756097560976,80.490243902439,61.221,68.896,80.3,72.713,74.615,74.6447464626621,69.065320395544,75.4791162580533,72.0999843461511,76.9863779705497,76.369,70.052,81.4589731233284,65.067,77.1414634146341,62.373,80.4647937689601,60.4660138869474,80.9756097560976,67.428,82.219512195122,81.4414634146341,64.776,72.628,62.42,80.55,57.791,62.114,58.232,59.224,81.2853658536585,75.116,71.5734146341464,71.728,76.72,67.473,83.8317073170732,71.963,60.6445607537013,77.1268292682927,62.605,75.5658536585366,72.4922093037563,69.9110032811911,62.1103706117177,59.9596238215923,69.264,63.1940957587241,79.473,68.46,80.9487804878049,74.449,68.253,82.0609756097561,82.0560975609756,82.690243902439,73.412,74.562,83.3319512195122,70.62,61.389,70.2024390243902,69.304,65.588,81.2707317073171,79.164,74.1910639437346,74.346485387839,62.698315149659,69.8182930468952,75.5210169032733,72.3442426683639,70.7222317721672,71.4057468128264,79.0417127626151,79.6708027934935,66.2121156289415,58.3300592913712,72.319,68.625773949461,80.2602154770184,82.017,68.121401503545,71.771,58.6666818675623,58.668043004746,67.5956591512135,51.486,50.781,74.6738496803997,72.6961193529707,74.249805704993,71.3759772152023,68.121401503545,58.668043004746,75.574,71.577225864302,78.587
54,2014,75.601,61.3379174832409,62.545,55.9222289908432,60.04,78.407,70.4926288711295,76.755,74.058,77.858,82.3,81.490243902439,71.116,59.868,81.2878048780488,59.125,58.359,69.986,74.4658536585366,79.328,73.366,75.659,72.9707317073171,73.311,79.518,67.163,74.306,76.476,74.779,70.049,62.608,50.566,81.7843902439025,76.6756236113045,81.884,79.473,76.717,57.208,58.935,58.296,62.95,76.043,62.516,75.24,78.774,72.6808769061992,77.853,77.9756097560976,,80.771,78.8243902439024,81.090243902439,61.641,69.434,80.7,72.867,75.11,74.9032685695441,69.4849915077609,75.7313051135242,72.2984327488753,77.2972046609851,76.622,70.415,81.8896754080461,65.6,77.0341463414634,62.905,80.8719823965856,60.7099873553869,81.1804878048781,67.376,82.719512195122,81.5926829268293,64.974,73.099,63.045,81.882,57.886,62.269,58.61,59.595,81.3853658536585,74.985,71.9856097560976,71.964,76.749,67.882,83.9804878048781,72.259,61.1470730930553,77.4780487804878,62.987,75.7634146341463,72.8493885353059,70.2364937646997,62.422434930703,60.1279103643597,69.533,63.5775127520473,80.037,69.074,81.3487804878049,74.782,68.914,82.8609756097561,82.1536585365854,83.090243902439,72.982,74.789,83.5878048780488,71.44,61.816,70.4024390243902,69.736,65.815,81.7219512195122,79.445,74.4284919240565,74.5506477009282,63.1179088919416,70.1479916528544,75.79063086071,72.6238633901154,71.057847560141,71.7027790275536,79.1362843199307,79.9190094082059,66.7096082915931,58.7521965415578,72.942,68.642639894166,80.5160128461206,82.214,68.6382506953563,71.746,59.1413468929509,59.1426582019127,67.9450848666196,53.05,51.202,74.9277248125601,72.9106835177885,74.4596934288446,71.6923140703475,68.6382506953563,59.1426582019127,75.612,71.8808756745518,78.88
55,2015,75.683,61.8564581403595,62.659,56.1958723463674,60.655,78.644,70.7582222288211,76.76,74.436,77.913,82.4,81.190243902439,71.451,60.217,80.9926829268293,59.377,58.845,70.491,74.6146341463415,79.405,73.104,76.182,73.6243902439025,73.187,80.918,67.318,74.332,76.65,74.75,70.343,63.818,52.793,81.8156097560976,76.5718777647788,81.433,79.746,76.977,57.762,59.658,58.49,63.233,76.257,62.896,74.62,79.086,72.6102636224113,77.772,78.0756097560976,,80.966,78.5780487804878,80.6414634146341,61.957,68.727,80.7024390243902,72.953,75.622,75.1230351733187,69.8712079158622,75.9488167254261,72.5728845776421,77.2322450351642,76.789,70.483,81.5187535513769,66.033,77.590243902439,63.649,80.5684394242096,61.014309073599,81.4804878048781,66.844,82.3219512195122,81.7926829268293,65.46,73.297,63.175,80.427,58.134,62.494,59.128,60.103,81.0365853658537,75.013,71.9773170731707,72.103,76.616,68.201,84.2780487804878,72.487,61.6125477293904,77.2756097560976,63.237,75.5682926829269,73.1496969083597,70.5234705052996,62.7548967648921,60.3602067828121,69.699,63.9578892057894,78.905,69.636,81.4536585365854,75.124,69.44,82.4682926829268,82.0512195121951,82.5439024390244,72.394,75.011,83.7939024390244,71.97,61.892,70.6512195121951,69.873,66.059,82.0243902439024,79.562,74.4722652708847,74.6119695820583,63.4904325810368,70.4391656369297,76.0129684285383,72.8895160840123,71.3512061050415,71.9861891242774,79.0036457097,79.7941399331087,67.2888368780988,59.1193712621413,72.784,68.562208761319,80.3820254160595,82.354,69.1437835147163,71.814,59.5616171804581,59.5629817000586,68.3472917960308,55.019,51.589,75.1521464652061,73.1288176348978,74.5211645368618,71.9585514664059,69.1437835147163,59.5629817000586,75.675,72.0943407098952,78.922
56,2016,75.617,62.444050201953,63.136,56.5816784850503,61.092,78.86,70.9430622781923,76.308,74.664,78.152,82.4487804878049,81.6414634146342,72.004,60.793,81.4390243902439,59.539,59.326,71.09,74.8121951219512,79.557,73.537,76.808,73.8268292682927,73.399,80.608,67.628,74.442,76.815,74.733,70.602,65.464,53.46,81.9248780487805,76.9698114171911,81.366,80.079,77.218,58.06,60.233,59.066,63.577,76.471,63.237,75.742,79.459,72.5605216960907,77.643,77.719512195122,,81.056,79.0268292682927,80.990243902439,62.191,70.128,80.8536585365854,72.987,75.732,75.3218632190617,70.2163878090451,76.1379237487962,72.8819504834875,77.5668781842823,76.763,70.844,81.9086902798181,66.289,77.6414634146342,64.392,80.9512974807301,61.2919989986991,81.4292682926829,67.24,82.5731707317073,82.0439024390244,65.802,73.569,63.89,81.702,58.763,63.013,59.674,60.479,81.3878048780488,74.762,71.8251219512195,72.355,76.877,68.384,84.2268292682927,72.588,62.1619619402239,78.0219512195122,63.392,76.0634146341464,73.4173751998779,70.8049755698199,63.1679348918512,60.5636098224754,69.798,64.471642932639,80.314,70.117,81.6536585365854,75.6,68.988,82.2048780487805,82.4073170731707,83.2439024390244,72.02,75.215,83.9848780487805,72.41,62.163,70.9512195121951,70.224,66.332,82.2756097560976,79.701,74.4717518016338,74.5792328754221,64.0145221546141,70.7247123240967,76.2580707069883,73.1525218426913,71.626167717551,72.2564883768439,78.8797242694941,79.9068720555762,67.9055488083681,59.5239150627753,72.805,68.8275112368945,80.5395097027758,82.488,69.609572441708,72.025,60.0677233314774,60.0690246731195,68.8076983302127,56.659,52.083,75.3531204811651,73.4453041984172,74.4879704398703,72.2301322796325,69.609572441708,60.0690246731195,75.724,72.3443484475311,78.981
57,2017,75.903,62.9223896233502,63.016,56.888445830282,61.68,79.047,71.4295960025113,76.833,74.906,78.268,82.5,81.6439024390244,72.248,61.553,81.4926829268293,59.856,59.536,71.788,74.8146341463415,79.689,73.632,76.935,74.1292682926829,73.562,82.351,67.701,74.827,76.936,74.722,70.847,66.753,53.721,81.8329268292683,76.9474426395729,81.331,80.35,77.248,58.48,60.81,59.411,63.76,76.646,63.625,76.593,79.377,72.6008945750841,77.529,78.0170731707317,,81.328,78.9780487804878,80.9926829268293,62.797,67.525,81.1024390243903,73.063,75.743,75.3859113160495,70.5384490311908,76.2123920164654,73.3911082279521,77.7798730510133,76.972,71.302,81.8854775039638,66.577,78.0926829268293,64.838,80.9325986173981,61.6565362206611,81.6317073170732,67.79,82.5756097560976,82.3439024390244,66.189,73.57,64.013,81.83,59.109,62.995,60.066,60.821,81.2878048780488,74.765,71.6412195121951,72.551,77.155,68.667,84.6804878048781,72.692,62.5497604688077,77.8268292682927,63.854,75.8170731707317,73.6399129644708,71.0422905890968,63.542837464741,60.8771183772815,69.936,64.872728648715,80.457,70.467,82.1560975609756,75.971,70.413,82.6609756097561,82.5512195121951,82.9463414634147,71.911,75.502,84.099756097561,72.95,62.481,71.2,70.515,66.597,82.6268292682927,79.781,74.6428227846937,74.7334935009884,64.4095962549102,70.9664834166204,76.4003364072994,73.6097428540992,71.8640798770567,72.7670011397562,78.8724761687345,79.933335373273,68.3772615605541,59.9506113469282,72.978,69.1188648923584,80.5836865840333,82.618,69.9792893786272,72.311,60.4758930748584,60.4771384571495,69.1806032059566,57.895,52.308,75.4157333943935,73.8765363434964,74.6553496527333,72.7432285455686,69.9792893786272,60.4771384571495,74.785,72.5416951661882,78.783
58,2018,76.072,63.3658626111831,63.081,57.1891392680655,62.144,79.184,71.6330166549463,76.999,75.064,78.511,82.7487804878049,81.6926829268293,72.76,61.688,81.5951219512195,60.14,60.047,72.567,74.9634146341464,79.857,73.806,77.093,74.1756097560976,73.703,80.825,67.748,75.109,77.067,74.712,71.129,65.422,54.369,81.8439024390244,76.9768226818402,81.375,80.133,77.744,58.849,61.18,59.942,64.053,76.748,63.912,75.733,79.484,72.5836868696142,77.496,,,81.382,79.0292682926829,80.8926829268293,63.038,73.59,80.9536585365854,73.232,76.066,75.801433724838,70.7948250264641,76.5941638140358,73.5955524261838,77.911987231714,77.094,71.367,82.0045418889234,67.067,78.2439024390244,65.412,81.0287289990803,61.9713531803634,81.7341463414634,67.81,82.6756097560976,82.5951219512195,66.306,73.341,64.122,82.154,59.349,63.04,60.502,61.191,81.7878048780488,74.808,71.8865853658537,72.726,77.439,68.896,84.9341463414634,72.814,62.9475759474084,78.0707317073171,64.019,76.0658536585366,73.9326481913079,71.321107049324,63.8819535428096,61.0773195307108,70.338,65.277193059858,80.596,70.71,82.2048780487805,76.195,71.514,82.8609756097561,82.8024390243903,83.3463414634146,71.793,75.774,84.2109756097561,73.15,62.676,71.4,70.561,66.855,82.6268292682927,79.722,74.7719810774371,74.8514987823088,64.8137975348856,71.2506490954361,76.7706341213864,73.8115171255443,72.1535513315234,72.9843734174748,78.9657812984215,80.0115615546132,68.4962925145189,60.3548387754098,73.031,69.2137482861639,80.6711212031444,82.783,70.2534786113924,72.555,60.8619664295261,60.8630275388921,69.2689349559205,59.411,52.825,75.8356932818659,74.0424787181956,74.7764883913037,72.9633890576299,70.2534786113924,60.8630275388921,75.831,72.783210402702,78.696
59,2019,76.248,63.7556779176533,63.565,57.5557955517512,62.448,79.282,71.8446260250446,77.284,75.439,78.691,82.9,81.8951219512195,73.102,62.351,81.9951219512195,60.454,60.039,72.806,75.1121951219512,80.019,71.205,77.241,74.2268292682927,73.931,81.033,67.841,75.338,77.257,74.748,71.391,65.464,55.025,82.2287804878049,77.2668446661451,81.39,80.326,77.968,59.319,61.584,60.276,62.747,76.752,64.068,76.004,79.427,72.5234099538234,77.611,,,81.397,79.2292682926829,81.2926829268293,63.085,73.559,81.4512195121951,73.577,76.474,76.0020203002054,71.0147388840035,76.7977608621553,73.8949272433323,78.1865953998752,77.297,71.358,82.281962811136,67.3,78.6463414634147,65.838,81.3148579639404,62.2688995265103,81.9829268292683,67.893,82.8268292682927,82.9463414634147,66.603,73.47,64.74,82.363,59.72,63.755,60.882,61.644,81.6390243902439,74.863,72.0436585365854,73.129,77.717,69.124,85.1804878048781,72.881,63.3380569471644,78.4243902439025,64.255,76.3195121951219,74.1291154022738,71.5250955699875,64.2126988843322,61.3315960546325,70.518,65.6417933972898,80.737,70.91,82.7024390243903,76.103,71.576,83.1634146341463,82.8048780487805,83.4975609756098,71.767,76.044,84.3563414634146,73.18,62.943,71.6,70.692,67.15,83.2268292682927,79.685,74.9619968743059,75.0383494699308,65.1510049897917,71.454671513365,76.9929064302121,73.9591150111936,72.3487271280263,73.1439185925959,79.1417123760336,80.2236511884452,68.7711344736468,60.7216573709725,73.198,69.2942514087701,80.8990735666668,82.996,70.4727549740685,72.559,61.2431760700969,61.2442905189234,69.467199622489,60.549,53.259,76.0366573507797,74.3379358435459,74.9718239600748,73.1193901266412,70.4727549740685,61.2442905189234,75.863,72.9791434982166,79.022
60,2020,75.723,63.313860330682,62.575,57.2263727312399,62.261,76.989,70.9233595872331,75.892,72.173,78.841,83.2,81.1926829268293,66.868,61.566,80.6951219512195,60.088,59.731,71.968,73.6585365853659,79.174,72.677,76.225,72.4572195121951,72.854,81.136,64.467,74.009,77.393,74.795,71.609,65.647,54.604,81.6704878048781,76.087716844628,81.264,79.377,78.077,59.032,60.833,59.739,63.785,74.769,64.166,74.808,79.277,72.5792038787508,77.567,,,81.391,78.2268292682927,81.0414634146342,62.694,73.649,81.6024390243903,72.889,74.453,75.9360246370322,70.0286934138786,76.761923159442,72.2098434402938,76.960093929662,72.153,70.99,81.4934312334359,67.133,78.5951219512195,65.371,80.452093051787,61.7617589134804,81.9317073170732,67.924,82.1756097560976,83.1975609756098,66.531,72.765,64.114,82.198,59.327,62.612,59.999,60.708,81.2878048780488,74.924,71.6368292682927,71.797,76.612,68.486,85.4975609756098,71.462,62.7617201814617,77.7243902439024,64.052,75.5682926829269,73.3793146107883,70.8214615449699,63.748926085736,61.0062879415561,68.808,65.1059048304073,80.588,70.15,82.5560975609756,74.832,69.123,83.0634146341463,82.6487804878049,82.1951219512195,71.869,75.184,84.56,71.37,62.675,71.8,70.416,67.266,83.4268292682927,76.92,72.8363033190349,73.0384741705489,64.6297215434214,70.7632367017895,76.7229064368563,72.9497683319316,71.6486508652581,72.1726969965726,77.4635168508573,78.9000395367086,68.2555748322982,60.2495318388733,73.274,69.3649211004034,80.0044580547539,82.217,69.7483309161325,71.061,60.8474927916025,60.8488944244664,69.0825725303329,59.692,52.777,75.9688903275997,72.6960818764773,72.927954848926,72.1463761984205,69.7483309161325,60.8488944244664,75.849,72.2434659125782,76.567
61,2021,74.626,62.4545896453863,61.982,56.9886567820139,61.643,76.463,70.814483021063,75.39,72.043,78.497,83.3,81.2390243902439,69.366,61.663,81.890243902439,59.821,59.27,72.381,71.5146341463415,78.76,71.598,75.3,72.3706829268293,70.47,79.28,63.63,72.75,77.571,74.642,71.815,61.141,53.895,82.5966097560976,74.9320769722919,81.232,78.944,78.211,58.598,60.333,59.193,63.519,72.83,63.417,74.052,77.023,70.9962586746615,73.683,,,81.203,77.3731707317073,80.9009756097561,62.305,72.814,81.4048780487805,72.615,76.377,75.5432912976843,68.4660405919992,76.3938984674492,71.4224672787838,76.6250531517707,73.67,70.221,81.5949466885559,66.536,76.7414634146342,64.975,80.3875285216872,61.2530471670404,81.9341463414634,67.114,82.3243902439024,83.4975609756098,65.821,71.694,63.795,79.329,58.892,62.083,59.652,60.594,80.1829268292683,74.936,71.1475609756098,69.237,76.656,65.673,85.4926829268293,70.123,62.3027853999622,76.4243902439025,63.192,74.4658536585366,72.1241925502819,69.7795281325264,63.4032889018113,60.6802512013328,67.57,64.7477851426933,80.525,67.24,82.1024390243903,73.875,70.378,83.1170731707317,82.5,82.7951219512195,70.5,74.256,84.4456097560976,70.23,61.427,71.9,69.584,67.417,83.5268292682927,78.673,71.907356144081,72.1474343340309,64.2104904857692,69.7185016131564,76.3399634797957,72.7460552075238,70.5525939301385,71.8998757257437,76.9767231711531,78.7154869155025,66.9896229202087,59.87258063232,73.284,69.1635941828432,79.7977140117583,79.486,67.5791290463818,70.748,60.2406378326655,60.2417434631864,67.8224389438784,57.066,52.525,75.5711934120901,71.8692448544197,72.0749025193054,71.8811305367081,67.5791290463818,60.2417434631864,74.494,71.3268654207617,76.806
