,Year,Aruba,Africa Eastern and Southern,Afghanistan,Africa Western and Central,Angola,Albania,Arab World,Argentina,Armenia,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czechia,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,Gabon,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Latin America & Caribbean ,Least developed countries: UN classification,Low & middle income,Late-demographic dividend,Middle East & North Africa,Middle income,Middle East & North Africa (excluding high income),North America,OECD members,Other small states,Pre-demographic dividend,"Korea, Dem. People's Rep.",Pacific island small states,Post-demographic dividend,French Polynesia,South Asia,El Salvador,Sub-Saharan Africa (excluding high income),Sub-Saharan Africa ,Small states,Eswatini,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Latin America & the Caribbean (IDA & IBRD countries),Middle East & North Africa (IDA & IBRD countries),South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),British Virgin Islands,World,Kosovo
24,1984,72.251,48.6526645552392,33.329,47.9319203796927,42.353,71.502,59.4789758770801,69.195,67.507,73.524,75.3878048780488,73.6121951219512,61.956,48.491,74.4048780487805,49.747,48.638,53.54,71.499756097561,72.012,69.351,71.036,69.5631951219512,68.64,74.526,52.971,63.773,72.596,70.358,51.4,62.364,50.484,76.3319512195122,70.3491148561342,76.076,70.46,66.3,53.037,53.22,46.445,57.453,67.979,52.941,61.661,75.091,68.1145399669402,73.468,71.3399268292683,,72.255,70.8375609756098,74.0722926829268,53.703,72.022,74.5621951219512,63.602,61.658,65.2382495265442,58.0515819341024,66.4375473232112,66.9711281425075,71.0308410596113,65.171,59.73,74.6163036719127,45.777,69.2780487804878,36.429,73.7404817206476,51.4305851166852,74.5190243902439,63.892,75.0,,58.894,67.994,52.051,75.385,44.946,47.493,44.829,49.208,75.7743902439024,69.32,63.4665853658537,59.558,70.819,61.589,76.0292682926829,62.642,46.3974412357391,70.2185365853659,51.123,69.0258536585366,63.0738377643132,60.8868088268189,51.6907221505548,55.163692816127,60.728,50.0431338610483,69.88,55.816,73.6637317073171,61.22,60.219,77.5765853658537,74.8073170731707,75.389512195122,70.272,67.925,77.2912195121951,68.5365853658537,60.804,,50.235,58.266,68.1951219512195,72.61,64.8772166198104,65.4641838990577,48.0475989614102,60.704971835681,66.5188827578954,61.7276154120935,61.7001503051867,60.9385419986938,74.7365958760914,73.363650214539,60.168552088921,47.7484390766604,68.19,64.0965958074262,74.2809940187875,70.772,55.841522762278,54.85,48.358663599392,48.3618077451538,62.4708807911001,59.999,44.515,65.1989124885749,67.5073802969019,65.1676005167906,60.9385419986938,55.841522762278,48.3618077451539,72.101,63.5201241318731,68.997
25,1985,72.388,49.0116307202704,33.55,48.0216757263597,42.648,71.656,60.2157367895158,69.651,67.93,73.566,75.6292682926829,73.8146341463415,62.093,48.541,74.520243902439,50.374,48.949,53.897,71.2280487804878,72.106,69.257,70.799,70.9926829268293,69.462,73.337,53.446,64.198,72.495,70.582,52.118,62.626,50.518,76.3273170731707,70.3128834663237,75.266,71.176,66.643,53.174,53.899,46.624,57.517,66.276,53.482,62.182,75.111,68.2491446202987,73.605,71.626756097561,,72.647,71.0463414634146,74.1890975609756,54.067,71.255,74.4275609756098,64.139,63.588,65.6192845007945,58.5665836274072,66.8039214873218,67.4086401978284,71.2306519515374,65.811,60.542,74.7537818693729,46.145,69.3804878048781,37.364,73.8154733095526,51.6039521956646,74.2229268292683,64.526,75.3,,59.311,68.368,52.416,76.013,45.522,48.189,45.104,49.683,76.0829024390244,69.58,63.8336585365854,60.203,71.069,61.66,76.4341463414634,62.996,46.7606581995935,70.8860975609756,51.523,68.9721951219512,63.4919507761195,61.254700895642,51.9339179036539,55.1674921360445,61.307,50.3933772265128,69.48,56.334,73.6219024390244,61.893,60.68,77.6024390243903,75.2073170731707,75.4707317073171,70.52,68.26,77.5604878048781,68.5365853658537,60.58,,51.041,58.591,68.7951219512195,73.074,65.2001242124246,65.7810798271604,48.4175603032548,61.0822548604365,66.8563178813884,62.501823785732,62.0825446080143,61.7343565229549,74.7359287382499,73.4521443369293,60.5250428990931,47.8946783300905,68.681,64.5200452795628,74.4028027988072,71.644,56.2940311213287,57.025,48.6096815859879,48.6127475268002,62.754541290085,60.785,45.05,65.5785343099174,67.861398045305,65.499989132006,61.7343565229549,56.2940311213287,48.6127475268002,73.403,63.8122893784698,69.274
26,1986,72.462,49.6397190079537,39.396,48.0667637335486,42.843,71.95,61.221262328173,70.119,68.18,73.556,75.8707317073171,74.3170731707317,62.194,48.164,74.7317073170732,51.075,49.013,54.415,71.7307317073171,72.269,69.285,71.239,71.549512195122,69.704,73.428,53.929,64.64,72.568,70.847,52.919,62.678,50.492,76.4639024390244,70.5651360397443,75.616,71.81,66.97,53.202,54.037,46.914,57.552,68.26,54.029,62.747,75.505,68.5246350379081,73.725,71.7439756097561,,72.651,70.9973170731707,74.3968292682927,54.481,71.322,74.579756097561,64.727,65.159,65.9668527286659,59.0327601714472,67.1519208987384,68.4424497901235,71.8034136295976,66.535,61.261,75.0465442880515,47.075,70.0853658536585,37.811,74.0715647033114,52.2275267677927,74.56,64.715,75.6,75.2658536585366,59.641,68.445,53.125,76.241,45.918,48.71,45.446,50.039,76.4826585365854,69.77,64.2487804878049,60.772,71.325,61.797,76.6853658536585,63.591,47.5777411576435,71.4190243902439,51.875,69.1734146341463,63.9868206170074,61.7191463047414,52.353868939063,55.1397266180118,61.722,51.0191080997079,70.292,56.835,73.6655365853659,62.487,60.874,77.9907317073171,74.9560975609756,75.7707317073171,70.732,68.567,78.0104878048781,68.9134146341463,60.216,,51.506,58.97,69.4463414634146,73.558,65.806544396916,66.3735182089267,49.0606534438344,61.5528331726066,67.3411113777802,63.0592015277266,62.5323571032126,62.3061983013403,74.7956330784671,73.7735165596062,60.8709926707473,48.4184431989845,69.147,64.6355973072863,74.7232189421245,72.471,56.8217758166154,57.741,49.0042757986543,49.0070698737591,63.0445962734783,61.438,45.21,65.9246055932951,68.7524644524818,66.108557626695,62.3061983013403,56.8217758166154,49.0070698737591,73.715,64.2082317122328,69.587
27,1987,72.789,50.0758875408274,39.844,48.2378522324172,40.917,72.352,61.1697117293025,70.564,68.095,73.554,76.1517073170732,74.7682926829268,62.569,47.516,75.3658536585366,51.659,49.058,54.926,71.5268292682927,72.369,68.924,71.676,70.990243902439,70.198,73.996,54.492,65.08,72.675,71.019,53.72,62.522,50.409,76.7787804878049,70.6117633312342,76.623,72.54,67.288,53.187,54.724,47.336,57.431,68.268,54.368,63.404,75.741,68.7840502700676,73.825,71.9510487804878,,73.089,71.4456097560976,74.8070243902439,54.775,70.858,74.6912195121951,65.339,65.83,66.3157795479058,59.6224164579423,67.4969633912792,68.6315367341282,72.0271349475839,67.3,62.137,75.3671896111638,47.333,70.6439024390244,45.44,74.3245337253516,52.675633272713,74.5919512195122,64.936,75.8,75.4658536585366,59.894,68.251,53.824,74.679,46.417,49.409,45.785,50.279,76.2798536585366,69.939,64.6541463414634,61.432,71.564,61.947,76.8829268292683,64.032,48.3018830059551,71.470243902439,52.239,69.6512195121951,64.3426163165481,62.0599456552694,52.7111694681578,55.0483551391886,61.973,51.5849413348518,70.678,57.315,74.4323902439024,62.823,61.176,77.3390243902439,75.2585365853659,76.219512195122,71.273,68.884,78.429512195122,69.290243902439,60.044,,53.454,59.412,69.9975609756098,74.11,66.2460361225138,66.7934834562672,49.6264412425182,61.9017240033647,67.6518701852707,63.7548651360502,62.8605757021289,63.0228490216556,74.9637399442015,74.0670379446663,61.2612732592284,47.9785463305548,69.442,64.9203194657117,75.0104840620201,72.897,57.2272280182878,59.669,49.3353973073128,49.3381215819855,63.3716784638689,62.042,42.798,66.2743562105864,68.9006735069764,66.5429780214484,63.0228490216556,57.2272280182878,49.3381215819855,73.532,64.5127565032194,69.929
28,1988,73.047,49.3597265265243,43.958,48.5129131210586,41.545,72.641,60.6090252981795,71.052,53.9,73.53,76.4326829268293,75.2170731707317,62.729,43.04,75.5658536585366,52.294,49.132,55.027,71.6043902439024,72.444,69.215,71.755,71.3414634146341,70.781,74.91,55.156,65.454,72.652,71.236,54.513,61.755,50.241,76.8587804878049,70.861708225052,77.045,72.456,67.581,53.017,54.934,47.768,57.009,68.391,54.95,64.058,76.106,69.0064175799461,73.913,72.0428048780488,,73.129,71.6414634146342,74.9987317073171,55.161,71.364,74.7717073170732,65.951,66.971,66.5957594080037,60.0273415491619,67.7423353138225,68.6097369708689,72.1153834925822,68.056,62.98,75.5526123005152,48.015,70.6975609756098,45.061,74.5267769441227,52.2465581241712,74.5770731707317,65.149,76.1,75.7146341463415,60.006,68.528,54.507,77.36,46.589,50.051,46.321,50.504,76.980756097561,70.165,64.5824390243903,62.029,71.885,62.085,77.0829268292683,64.345,48.1063892333189,71.4882926829268,52.632,70.0234146341463,64.643994287986,62.2791827737782,52.6727733735109,55.1667983905744,62.211,51.4637133130069,71.239,57.777,74.4394146341463,63.446,57.466,77.0829268292683,74.4365853658537,76.3707317073171,71.541,69.252,78.349756097561,68.8487804878049,59.539,,54.276,59.904,70.5487804878049,74.52,66.6904121885741,67.2010589830666,49.4412324341319,62.122771035402,67.8806629585542,64.1206786802142,63.1363732709086,63.3941759476099,74.9725305107757,74.2076407387084,61.4328162371532,47.538169886864,69.803,65.2594449330586,75.1127923192935,73.468,57.6731495921285,61.476,49.0174285672997,49.0201976754575,63.5431209809755,62.673,45.785,66.5533747552336,68.9287051675588,66.9649869746058,63.3941759476099,57.6731495921285,49.0201976754575,73.73,64.6848625273443,70.28
29,1989,73.023,50.6840997852884,45.158,48.6898474133953,41.765,72.88,62.4811436568143,71.425,68.703,73.416,76.7136585365854,75.2658536585366,62.582,45.62,75.6326829268293,52.684,49.174,55.089,71.7224390243903,72.619,69.598,71.781,71.4829268292683,70.724,74.269,55.772,65.868,72.74,71.445,55.261,61.427,49.986,77.1248780487805,70.7319722597485,77.211,72.467,67.838,52.876,54.947,48.17,56.513,68.533,55.224,64.446,76.263,69.3286435748357,73.981,71.9486585365854,,73.48,71.6756097560976,75.1915365853659,55.273,69.553,74.799756097561,66.546,67.085,66.9193105925246,60.4662865938715,68.0631800005131,68.7342772875752,72.2401959367318,68.749,63.628,75.736628378857,47.828,70.0390243902439,45.036,74.6546494823474,53.2793366389922,74.7921951219512,65.277,76.3487804878049,75.9146341463415,60.265,68.353,55.191,74.554,46.847,50.635,46.7,50.668,76.6878048780488,70.419,64.6675609756098,62.374,72.164,62.238,77.0292682926829,64.856,49.1753750111008,71.8446341463415,52.755,69.4617073170732,64.9883117764959,62.6653563588864,53.3101109683594,55.2854156938416,62.696,52.3474936418029,70.924,58.233,74.4552195121951,65.718,58.235,78.1409756097561,76.3073170731707,76.819512195122,72.157,69.57,78.7685365853659,68.290243902439,59.04,,54.798,60.408,71.0487804878049,74.826,67.0658087655776,67.5389234424346,50.4419533829523,62.5202356905142,68.1151446393809,65.0399400257224,63.4542277225044,64.3341666348911,75.2266268680458,74.4479845513003,62.0294960163169,48.6884796103761,70.039,65.4275388752391,75.3524475893604,73.787,58.0557790794684,59.685,49.8823797928702,49.8848694933931,64.0169357176714,62.927,45.875,66.8781638896615,69.0186520168103,67.315163336064,64.334166634891,58.0557790794684,49.8848694933931,74.032,65.0228152714079,70.602
30,1990,73.076,50.6077275337211,45.967,48.6500033905016,41.893,73.144,62.9279670329527,71.784,68.821,73.492,76.9946341463415,75.5682926829269,62.352,44.86,76.0519512195122,53.292,49.44,55.989,71.6414634146342,72.668,70.133,72.349,70.8365853658537,70.744,74.5,56.422,65.985,72.752,71.656,55.968,60.533,49.635,77.4365853658537,70.6563313372586,77.185,72.574,68.005,52.603,54.868,48.601,55.926,68.644,55.84,65.023,76.63,69.431404933709,74.039,72.2503902439024,,73.539,71.3839024390244,75.0856341463415,55.498,69.852,74.8053658536585,67.11,67.416,67.1365879576351,60.8275467680032,68.2702097598828,68.6172608937264,72.2259182982363,69.348,64.146,75.8114974495347,49.769,69.4756097560976,44.557,74.6973268751305,53.298778900632,74.8131707317073,65.508,76.6,76.1146341463415,60.311,68.389,55.62,77.072,47.004,51.319,47.084,50.86,76.9390243902439,70.683,65.0682926829268,62.473,72.473,62.415,77.3804878048781,65.243,49.2102059169223,72.1704878048781,52.975,69.3156097560976,65.1953765911626,62.8608419733897,53.5405606492881,55.3581201665674,63.181,52.6505491402713,71.959,58.652,74.8460731707317,64.367,58.435,78.0363414634146,76.6073170731707,76.9707317073171,72.304,69.854,78.8370731707317,68.3365853658537,58.614,,55.434,60.917,71.5975609756098,73.281,67.3620541150535,67.8242017089922,50.6966756701623,62.7220748228561,68.253417547729,65.0632720470454,63.6725269524844,64.3512466818316,75.4363062579297,74.6030747872001,62.0460773982409,48.728726211776,70.21,65.7030123203863,75.4673650437809,73.983,58.5602424226893,62.55,49.821847519093,49.824307633488,64.0460766203726,63.072,44.686,67.0961051258348,68.9202832810128,67.6104425497252,64.3200057350326,58.5602424226893,49.824307633488,73.927,65.1884065143624,70.917
31,1991,73.1,50.3904596093263,46.663,48.6624610142838,43.813,73.378,63.1796143554706,72.319,68.643,73.435,77.2756097560976,75.6170731707317,62.052,44.227,76.1921951219512,53.624,49.45,54.154,71.5609756097561,72.764,69.616,72.089,70.3780487804878,70.248,74.886,57.097,66.31,72.843,71.871,56.642,59.473,49.252,77.5934146341464,70.5752213034774,76.617,73.574,68.169,52.323,54.658,48.948,55.243,68.813,56.194,65.176,76.591,69.5491579780903,74.093,72.3497073170732,,73.716,71.8982926829268,75.319512195122,55.156,69.646,75.1578048780488,67.625,67.688,67.3584271101554,61.1354315209714,68.492286487489,68.323251674641,72.1692512851586,69.625,64.755,75.9601490185218,50.607,69.3731707317073,46.13,74.8099607606176,53.3049598405255,75.2275609756098,65.643,76.8487804878049,76.3634146341464,60.397,68.245,56.012,76.994,47.546,52.127,47.465,50.969,77.1365853658537,70.974,65.0317073170732,62.725,72.497,62.622,77.8829268292683,65.752,49.2081967029127,72.1853658536586,53.391,69.3770731707317,65.4747669067558,63.0201617944928,53.3072495298966,55.2090734140957,63.537,52.3715299280702,72.151,59.055,75.025,66.459,62.519,77.9919512195122,76.7585365853659,77.0195121951219,72.186,70.093,79.0368292682927,67.6,58.005,,55.793,61.422,72.0463414634146,74.216,67.7031899378219,68.177442032764,50.4139196650487,62.8844848180583,68.4000288684891,66.2022315339596,63.8536027220043,65.5827064622717,75.5879516717528,74.7953714645649,61.9891815131506,48.6498620116213,70.313,65.8795554627824,75.5940957796481,74.149,58.7366410195772,63.856,49.6968417810694,49.6996310276074,64.0220203270701,62.685,45.941,67.319513833555,68.6446988524617,67.9769949265823,65.5585440291806,58.7366410195772,49.6996310276074,72.872,65.3351902543084,71.246
32,1992,73.179,49.9621136475362,47.596,48.7372663398837,42.209,73.715,63.4744102104117,72.43,68.627,73.417,77.3780487804878,75.8170731707317,61.296,43.895,76.3512195121951,54.089,49.437,57.635,71.4943902439024,72.953,70.668,51.785,70.0219512195122,69.979,73.8,57.629,66.708,72.915,72.081,57.423,58.348,48.793,77.8380487804878,70.7328371314156,78.125,74.135,68.734,52.138,54.481,49.244,54.663,69.038,56.733,65.318,76.627,69.5525009368653,74.162,72.4180731707317,,74.177,72.2717073170732,75.819512195122,54.452,70.282,75.1941463414634,68.084,67.757,67.8799757949844,61.6205564110476,68.9587849869094,67.2529310055231,71.8906790558254,70.117,65.031,76.3008691097006,52.465,68.8634146341464,46.901,75.1268928818128,53.277820942241,75.4553658536585,65.827,77.1,76.6146341463415,60.545,67.783,56.231,75.559,48.363,52.941,47.92,51.113,77.3829268292683,71.291,65.1960975609756,62.913,72.718,62.787,77.6780487804878,65.991,49.1878018441342,71.2414634146342,53.842,69.1170731707317,65.7714639021482,63.3017840620266,53.6294939509618,55.0201122945286,64.126,52.9450705257658,73.078,59.452,75.4150975609756,66.776,66.708,78.760243902439,76.5048780487805,77.419512195122,72.189,70.316,79.080243902439,67.4,57.259,,56.021,61.893,72.4975609756098,75.691,68.0491992559632,68.5058502230062,51.0674694155414,63.1704040778872,68.7016338681378,66.7719829247434,64.1803856423008,66.1571994891114,75.8378374089233,75.0661513320614,61.8408499221313,48.5631630213706,70.824,66.091306806729,75.7100165090045,74.419,59.37658079705,64.657,49.4693367339244,49.4721606714275,63.9205908743691,61.735,46.102,67.8411583719772,67.7695205899005,68.3163778110758,66.1351551400815,59.37658079705,49.4721606714275,73.324,65.596375166879,71.487
33,1993,73.225,50.2736279712377,51.466,48.8320388374723,42.101,73.939,64.4583214725986,72.565,68.841,73.482,77.8780487804878,76.0682926829268,61.286,37.105,76.3453658536585,54.537,49.209,57.927,71.3468292682927,73.375,70.656,51.519,68.9707317073171,69.988,74.487,58.418,67.109,73.19,72.312,58.117,57.719,48.353,77.7048780487805,70.8459866151448,76.547,74.195,69.216,51.925,54.062,49.551,54.146,69.342,57.276,65.312,76.703,69.6402500897809,74.261,72.4980731707317,,74.65,72.7678048780488,75.8707317073171,55.774,70.937,75.1168292682927,68.472,67.719,68.3512714889942,61.9013537912217,69.4011413869678,66.2752220329238,71.5324934583788,70.345,65.468,76.4088353431057,53.234,67.909756097561,47.394,75.2554013396409,53.6690214262448,75.7051219512195,65.928,77.3,76.9146341463415,60.718,67.656,56.416,78.52,48.962,53.748,48.228,51.308,77.390243902439,71.576,65.5853658536585,63.349,72.952,63.152,78.0317073170732,66.251,49.7959998525053,71.5224390243903,54.35,69.1012195121951,66.0232525026147,63.5298329274195,53.8768512357876,54.8267211922196,64.598,53.4100572443775,72.31,59.815,75.2921951219512,67.139,66.897,78.9346341463415,77.1536585365854,77.7219512195122,71.921,70.518,79.3036585365854,65.4,56.617,,56.08,62.321,72.9975609756098,75.794,68.397898870299,68.8313905696675,51.6132147408477,63.4043355302537,68.9383163523874,67.1008997973969,64.3855092259715,66.4699288396404,75.6464214971277,75.1682268461539,61.7740792565836,49.0575881973971,71.871,66.2728344508811,75.7223762694966,74.804,59.7114177115125,65.235,49.6943785518301,49.6969325187812,63.8956244415802,60.233,46.318,68.3047872332414,66.9758293228897,68.6519201642099,66.4478433545246,59.7114177115125,49.6969325187812,73.996,65.7802512426198,71.817
34,1994,73.272,50.882581820857,51.495,48.6818922948796,43.422,74.131,65.4967268722014,73.172,69.073,73.591,77.8780487804878,76.419512195122,61.594,44.08,76.6917073170732,54.91,49.307,58.617,71.2087804878049,73.517,70.851,67.209,68.7682926829268,70.316,73.608,58.989,67.568,73.211,72.553,58.635,56.154,47.853,77.8717073170732,70.8695439447473,78.005,74.614,69.52,51.737,53.528,49.884,53.738,69.613,57.694,65.25,76.67,69.5696151362943,74.411,72.5900731707317,,74.72,72.9726829268293,76.2707317073171,55.505,71.076,75.3751219512195,68.792,67.361,68.6172006988594,62.157122558847,69.6691445598683,66.2630353110826,71.7035134247026,70.757,65.816,76.7194295817576,54.1,66.5,47.861,75.5257365222868,54.2846849250333,76.3956097560976,66.125,77.6487804878049,77.1658536585366,60.701,68.554,56.112,79.164,49.171,54.721,48.156,51.415,77.6390243902439,71.786,65.9009756097561,63.726,73.058,63.372,78.5292682926829,66.574,50.1610412329072,71.8034146341463,54.653,69.469756097561,66.2925403613243,63.7929026936773,54.2252445090982,54.6920622109694,64.856,53.9956870362395,73.339,60.216,75.7871219512195,67.468,66.744,79.2470731707317,77.4024390243903,77.9219512195122,71.739,70.699,79.6968292682927,64.9,56.273,,56.035,62.697,73.3975609756098,75.763,68.8044695575092,69.2081417651726,52.2926657309522,63.6659545870696,69.1434368810152,67.2954363064383,64.6244946113387,66.6481408535372,75.8426434629848,75.4562660255605,61.4329103672785,49.9010494238866,70.718,66.4796864153889,76.0387247570211,75.311,60.1037147968453,65.838,49.9994804379195,50.0021598833425,63.6408289362871,58.268,46.449,68.5893875685668,66.9744202407592,69.0393867839592,66.6218867335853,60.1037147968453,50.0021598833425,73.63,66.0252341714949,72.125
35,1995,73.349,51.0019252899341,52.544,48.7837728532269,45.849,74.362,65.3497833303777,73.133,69.311,73.636,77.8292682926829,76.6682926829268,62.305,44.059,76.8407317073171,55.295,49.446,59.467,71.0534146341463,73.799,70.763,70.284,68.4609756097561,69.887,76.137,59.534,67.919,73.298,72.816,59.516,55.059,47.35,77.9773170731707,71.0254214282891,77.749,74.609,70.008,51.61,53.222,50.411,53.644,69.933,58.015,64.093,76.552,69.6092698748971,74.623,72.6013414634146,,75.133,73.0748780487805,76.4219512195122,56.302,71.52,75.2126829268293,68.988,67.454,68.9151650384637,62.5673205783796,69.922664465451,66.3089431823406,71.795317762704,71.041,66.312,76.8784396006424,54.914,67.5439024390244,48.302,75.6712437555643,53.9995180039875,76.409512195122,66.286,77.7512195121951,77.3658536585366,60.704,68.851,56.565,76.556,49.866,55.464,48.952,51.592,77.5853658536585,72.109,65.6441463414634,64.195,73.29,63.136,78.6829268292683,67.139,50.6678357081371,72.0843902439024,55.547,69.7917073170732,66.6316509652045,64.0802521499896,54.4230769542562,54.453501636878,65.237,54.4080900460008,73.264,60.596,75.4698048780488,67.785,66.464,77.9843902439024,77.4512195121951,78.1707317073171,71.549,70.87,79.5360975609756,63.5,55.617,,56.308,63.014,73.7,75.537,69.1288661703751,69.5185307320192,52.7998045745275,63.9089935083662,69.409080932776,67.6074566024281,64.919634049573,66.9661972240301,75.8555069682419,75.5463400049125,61.2643943858717,49.7163254615743,60.894,66.7313986981694,76.0596774629664,76.008,60.4576923780226,66.33,50.1113154401014,50.1141740715954,63.5389211161868,56.148,46.711,69.0211182892094,67.0301362318244,69.3549606653557,66.9399820546723,60.4576923780226,50.1141740715954,74.24,66.2156579267185,72.441
36,1996,73.448,50.8106889705147,53.243,48.9062773288063,46.033,74.592,65.7184045229791,73.307,69.783,73.829,78.0780487804878,76.8707317073171,62.622,44.373,77.1873170731707,55.558,49.614,59.492,70.8973170731707,74.355,70.71,73.43,68.5121951219512,69.806,78.225,60.084,68.409,73.546,73.1,60.212,54.357,46.831,78.220243902439,71.3360580189951,77.962,74.899,70.266,51.52,52.82,49.307,53.491,70.189,58.344,65.763,76.804,69.5756427804434,74.903,72.6928292682927,,75.522,73.7146341463415,76.6731707317073,56.186,71.194,75.5914634146342,69.097,68.749,69.1706053863219,62.8767560985408,70.2083316179765,66.9577843628076,72.2250773287105,71.362,66.742,77.144623946599,55.756,69.6121951219512,48.924,75.9240218299761,54.0772674745566,76.6934146341464,66.408,77.9536585365854,77.5682926829268,60.612,68.974,56.82,77.65,50.544,56.009,49.065,51.727,77.6853658536585,72.331,65.7673170731707,64.863,73.092,63.205,79.6268292682927,67.439,50.7884550000317,72.3653658536585,56.154,70.3287804878049,66.9554172852941,64.3419141116123,54.5612325353551,54.6036739111338,65.355,54.5402726439308,73.756,60.984,75.8317073170732,68.07,66.391,78.7778048780488,78.1048780487805,78.5219512195122,71.488,71.064,80.219756097561,63.6,55.161,,56.346,63.291,74.1512195121951,75.618,69.5322154945135,69.8922949039879,52.9478056074757,64.1751108590301,69.7590479662323,67.9936675734218,65.2105599030243,67.3573445540155,76.2444401602035,75.9198217480041,61.1070857978061,49.7292676291153,60.956,66.9085682484442,76.4372851260638,76.833,60.8252306297439,67.076,50.0458116077966,50.0485283330994,63.4166651753367,53.873,47.013,69.278857532932,67.5949821812948,69.7343414631515,67.330456137249,60.8252306297439,50.0485283330994,74.622,66.4800342789931,72.76
37,1997,73.452,50.9742313589474,53.634,49.0791837660659,46.306,73.904,65.9944194002087,73.09,69.91,73.96,78.4804878048781,77.319512195122,62.973,45.387,77.3707317073171,55.978,49.4,61.427,70.3512195121951,74.535,71.054,73.686,68.4609756097561,69.212,77.995,60.752,68.813,73.547,73.364,60.852,53.448,46.319,78.4124390243903,71.5172580696822,78.211,75.596,70.672,51.449,52.737,50.402,47.19,70.492,58.39,66.378,77.07,69.4272102235293,75.222,72.7533658536586,,75.841,73.8248780487805,77.0731707317073,55.967,71.634,75.9451219512195,69.166,69.171,69.5605151397101,63.2843625917262,70.583740024882,67.4966436294185,72.6304388882559,71.681,67.197,77.5053252539498,56.312,69.809756097561,49.514,76.2418754686719,54.3743248802428,76.8785365853659,66.448,78.3048780487805,77.8219512195122,60.662,69.059,57.199,80.343,51.356,56.06,47.997,52.061,78.1365853658537,72.568,65.7980487804878,65.536,73.349,63.356,80.1268292682927,67.777,51.1365267919311,72.4951219512195,56.516,70.7024390243902,67.328691300914,64.7078786532678,55.006932916867,54.6637400559667,65.733,55.1768686553326,73.691,61.388,75.9853658536585,68.359,65.837,78.8853658536585,78.0,78.8243902439024,71.207,71.272,80.4241463414634,64.0,54.816,,56.743,63.575,74.6024390243903,75.879,69.8743187933829,70.2526424401747,53.6545793598588,64.5411851089854,70.1832790647912,68.2615941736509,65.5823067434861,67.6338559939291,76.6255628092848,76.2554514778202,60.7109560033121,49.9701047076698,60.974,67.0374725045993,76.7749903729361,77.7,61.3439900073573,67.895,50.2127223981478,50.2153367096642,63.0970862271396,52.044,47.217,69.6733384564757,68.0831337990858,70.098100450077,67.6056305610493,61.3439900073573,50.2153367096642,74.403,66.8217403477246,73.066
